1	2	14.093435	45.457461	87.239302	99.464336	0.870086	0.729959	0.799712	0.947080	12.383220	3.000000	0.023244	11.029473	2.000000	0.174960	0.345384	4.000000	4.164557	3.690807	6.000000	55.098885	6.999671	5.000000	0.077893	8.579521	5.000000	0.011932	1.165887	6.000000	0.015011	6.006903	3.000000	0.041319	0.242811	3.000000	0.025182
2	2	21.887015	22.664294	45.924461	43.298495	0.707125	0.481852	0.614980	0.152036	2.510929	4.000000	0.073621	10.096676	5.000000	0.010960	3.658249	6.000000	62.049155	2.150443	1.000000	31.801391	13.207355	5.000000	0.012471	4.788218	2.000000	0.018192	9.260107	6.000000	0.016240	9.122320	2.000000	0.028517	3.091531	6.000000	0.021804
3	2	80.561287	93.288238	81.779318	74.068344	0.658705	0.700035	0.276494	0.152228	6.015956	6.000000	0.015661	10.127791	2.000000	0.036215	3.862903	5.000000	19.598331	4.065796	2.000000	12.785381	12.307554	6.000000	0.021365	11.999138	5.000000	0.113601	2.831675	1.000000	0.048600	10.434660	2.000000	0.037726	0.861925	3.000000	0.017106
4	1	69.354981	91.242124	62.897145	7.970862	0.919620	0.833288	0.482993	0.211915	9.150668	6.000000	0.048549	9.824350	4.000000	0.019183	2.212471	1.000000	71.812317	2.494858	2.000000	93.418162	6.103245	4.000000	0.131634	17.092843	2.000000	0.184831	2.167308	1.000000	0.015318	4.799195	2.000000	0.035703	4.670220	3.000000	0.032215
5	1	46.841054	21.088426	20.518627	40.597546	0.903406	0.339961	0.498124	0.246635	3.498571	3.000000	0.013293	10.463246	3.000000	0.023062	1.674552	6.000000	54.303041	0.057566	5.000000	64.982003	9.365768	4.000000	0.056626	1.088173	1.000000	0.011243	9.422157	6.000000	0.011872	6.815105	4.000000	0.051289	1.858626	6.000000	0.022249
6	5	78.198073	99.665425	92.371968	3.885414	0.851537	0.529786	0.916247	0.198473	10.647199	6.000000	0.017932	4.723492	6.000000	0.166929	0.388002	6.000000	97.058496	1.194225	3.000000	69.544820	11.662976	6.000000	0.022756	18.467014	4.000000	0.016592	3.770806	4.000000	0.022969	6.643860	5.000000	0.069956	0.873150	1.000000	0.012141
7	1	99.629920	12.710630	30.799988	10.578780	0.222621	0.323670	0.751907	0.820627	10.570701	4.000000	0.013590	10.862041	2.000000	0.013056	2.679417	5.000000	89.895047	4.399808	4.000000	55.993162	1.532224	3.000000	0.014739	9.713221	1.000000	0.020274	3.113939	5.000000	0.012193	3.081890	4.000000	0.012546	2.988601	5.000000	0.012955
8	1	54.062269	69.703930	6.442683	97.582102	0.481623	0.513787	0.877662	0.188847	8.740072	3.000000	0.045180	13.240251	5.000000	0.029223	4.635542	2.000000	7.064584	2.275644	2.000000	81.714951	6.212952	4.000000	0.022965	14.567996	6.000000	0.022883	11.922916	3.000000	0.012502	13.973670	3.000000	0.472219	4.030300	4.000000	0.019386
9	5	95.718677	81.502377	44.498643	72.741059	0.566304	0.743396	0.488258	0.250994	1.317976	2.000000	0.023139	11.933405	1.000000	0.011960	2.326361	5.000000	21.158965	3.516381	6.000000	74.990802	11.743717	4.000000	0.012511	3.103357	2.000000	0.039563	10.814915	3.000000	0.034263	0.935689	4.000000	0.018238	3.678226	5.000000	0.017957
10	2	95.064129	16.231495	40.442588	44.494251	0.183005	0.696811	0.669329	0.783587	0.393286	1.000000	0.035587	6.690816	5.000000	0.014590	1.877271	3.000000	73.228974	2.011808	1.000000	87.589501	14.092657	1.000000	0.045717	13.285862	6.000000	0.041798	14.038462	3.000000	0.010766	8.031192	2.000000	0.032712	1.235816	4.000000	0.012581
11	1	48.122726	17.532269	68.305428	17.437029	0.592089	0.860762	0.713745	0.366413	4.227389	2.000000	0.011530	5.945994	6.000000	0.013690	2.016904	5.000000	64.552441	3.588733	2.000000	26.539912	11.928758	5.000000	0.010269	2.463498	1.000000	0.015487	11.081397	3.000000	0.010654	1.607093	3.000000	0.022305	4.459914	5.000000	0.011541
12	2	80.295370	75.559130	83.508641	64.619160	0.907766	0.593669	0.210207	0.237051	17.314523	3.000000	0.010077	1.460491	4.000000	0.035115	2.365655	5.000000	77.969476	2.162488	6.000000	1.936588	7.164560	3.000000	0.018824	4.558271	3.000000	0.029993	2.785910	3.000000	0.032749	13.478468	1.000000	0.020732	2.620220	4.000000	0.028857
13	1	36.123151	70.596025	68.952169	47.266888	0.837533	0.516843	0.215503	0.518467	13.491383	4.000000	0.014463	1.138342	6.000000	0.013155	0.329738	3.000000	68.522085	4.140618	2.000000	8.031870	6.037512	2.000000	0.034118	9.654189	1.000000	0.016449	13.438886	5.000000	0.048130	6.716297	6.000000	0.019985	1.066416	5.000000	0.101652
14	2	14.310262	2.108178	69.282040	65.752917	0.253544	0.584133	0.762069	0.587354	11.050740	5.000000	0.030446	10.710410	5.000000	0.040759	2.943447	2.000000	85.544503	2.569765	4.000000	57.310699	9.057884	3.000000	0.036072	2.951618	3.000000	0.023494	3.642289	2.000000	0.018257	6.590889	2.000000	0.015043	2.404228	3.000000	0.020053
15	1	38.182885	12.260186	26.019409	86.589602	0.125968	0.737742	0.833937	0.895435	12.373606	3.000000	0.070145	5.800896	2.000000	0.083991	1.805415	6.000000	16.904557	1.818752	4.000000	95.202311	5.268505	3.000000	0.010900	11.690467	4.000000	0.011542	13.706661	2.000000	0.011595	9.421427	3.000000	0.015309	4.008593	2.000000	0.013697
16	2	73.019144	73.396835	67.986025	45.801414	0.347133	0.343152	0.583283	0.334782	12.103379	5.000000	0.020429	9.152565	1.000000	0.010030	0.392757	3.000000	34.395672	2.054488	3.000000	78.026942	4.187547	1.000000	0.013740	6.942479	1.000000	0.014994	9.577748	6.000000	0.010259	6.289366	3.000000	0.061099	2.505311	3.000000	0.010071
17	1	32.364012	73.423481	7.568951	91.001543	0.534446	0.307325	0.353817	0.446098	2.421851	5.000000	0.051885	10.694985	1.000000	0.015942	0.404876	4.000000	67.164140	2.368605	4.000000	13.841713	11.736140	2.000000	0.012306	2.834332	2.000000	0.012285	1.780797	3.000000	0.074400	7.005800	5.000000	0.011111	4.579616	4.000000	0.022643
18	1	97.456766	84.358745	6.208642	12.566284	0.454657	0.436894	0.908807	0.714277	4.463893	6.000000	0.024228	1.837852	1.000000	0.010953	3.567654	1.000000	37.424967	3.101951	2.000000	10.054567	4.230640	3.000000	0.061791	9.616889	1.000000	0.021565	5.478654	5.000000	0.011758	3.614835	5.000000	0.021566	1.774158	1.000000	0.056801
19	1	88.541310	13.486493	27.530136	47.704096	0.789205	0.367724	0.307702	0.271537	16.783090	4.000000	0.013935	9.364793	2.000000	0.036282	4.684327	1.000000	38.115550	1.113407	4.000000	55.835099	1.411479	6.000000	0.790035	16.917497	1.000000	0.069096	12.064728	5.000000	0.012274	10.459207	1.000000	0.050414	3.464881	1.000000	0.014175
