1	1	6.290828	1.342161	6.128369
2	1	-2.827975	8.014067	6.847558
3	1	0.045145	5.056158	7.343936
4	1	-7.166298	6.831289	8.676808
5	1	6.988874	-0.474576	3.177914
8	1	4.974448	-4.248995	7.118654
9	1	2.347611	7.496032	3.445316
11	1	0.902667	3.796535	6.500591
12	1	2.660431	-0.636866	9.159237
13	1	4.979421	2.932202	6.769446
15	1	0.172302	7.827291	7.748269
16	1	-2.066836	6.554688	6.907313
17	1	0.354156	4.553953	8.151583
18	1	2.188454	7.353843	6.772535
19	1	6.089760	-0.099285	6.963669
20	1	4.161503	1.439634	5.892076
21	1	-4.736148	6.577298	4.772124
22	1	1.683305	2.931142	7.307947
23	1	4.235142	-1.476315	3.867383
24	1	3.872400	1.991319	7.105203
25	1	-0.617265	5.192787	6.845087
26	1	-2.450520	6.536771	4.634637
27	1	-0.804584	5.922701	6.695596
28	1	-7.521442	6.354425	6.652735
29	1	-3.513912	9.300730	6.042694
30	1	6.171445	-0.318055	7.573549
31	1	-5.585324	6.685831	9.796014
32	1	-3.977308	6.411274	8.624045
33	1	-4.447964	8.951273	6.389331
34	1	-4.774333	9.336826	6.630411
35	1	6.323804	-0.414565	6.699665
37	1	1.502507	4.922318	5.925314
38	1	1.687732	2.937293	8.992911
39	1	-3.164319	4.489925	6.289594
41	1	5.063762	1.511619	5.628684
42	1	2.464052	5.310509	2.914694
43	1	1.126447	5.789560	5.067014
45	1	0.895701	7.908811	6.628990
46	1	6.684625	-0.340450	5.289775
48	1	5.568534	1.538668	6.068935
49	1	-1.619920	8.362521	6.465823
50	1	2.328768	6.773551	7.755149
52	1	8.207804	0.729191	6.126221
54	1	2.913356	3.012746	7.519517
55	1	4.466560	1.029502	5.189951
57	1	0.470350	5.622526	8.248306
58	1	2.612294	5.861218	2.600234
60	1	6.406156	2.024675	3.846492
61	1	-0.316082	7.566510	6.506998
62	1	5.495055	1.064104	6.035117
63	1	3.721870	1.792071	6.186306
64	1	-5.145461	7.000868	6.950920
65	1	7.459214	0.184906	3.601657
66	1	7.863349	3.303634	5.923918
67	1	-3.735317	7.182115	8.328442
69	1	3.821604	2.716097	8.030013
70	1	5.403436	2.140843	4.169718
72	1	9.543226	1.230864	6.489218
73	1	6.513717	2.134194	6.499414
74	1	3.935542	2.423175	8.096181
75	1	-4.047172	6.890475	2.956598
76	1	-1.800761	6.701901	4.731355
77	1	7.045120	2.392245	5.704527
78	1	-1.325435	7.663104	6.379316
79	1	8.294180	-2.640327	5.586984
80	1	5.793179	0.916039	7.956741
81	1	-5.780028	6.458806	8.138329
82	1	7.628450	-0.863900	2.796106
83	1	6.651775	1.353985	4.036772
84	1	-2.898421	8.386043	6.699088
86	1	6.979511	-1.518916	6.992336
87	1	6.951305	-3.561457	6.372802
88	1	6.304500	3.787385	6.282329
89	1	3.882890	1.486766	7.635001
90	1	-6.047765	6.700683	7.224384
91	1	7.210285	0.949117	3.762630
92	1	-1.840847	8.036181	8.207571
93	1	-1.980797	6.774583	6.744583
94	1	-0.496979	9.851190	8.261498
95	1	9.224857	2.031727	3.966786
97	1	-2.951119	7.072056	6.227978
98	1	-1.623344	7.079999	7.899616
99	1	2.666673	4.603090	5.839389
100	1	6.696104	0.435735	6.195361
101	1	3.444595	2.289202	8.146768
102	1	4.260842	2.911793	7.352803
103	1	6.501256	0.473628	6.841826
104	1	5.777942	1.880114	4.732013
105	1	0.719314	8.358143	6.580482
106	1	0.869907	5.980370	8.054527
107	1	0.620431	3.702385	9.457295
110	1	6.935188	-0.327722	7.072485
112	1	3.446190	2.438189	7.423667
113	1	5.630137	1.612521	6.111140
114	1	7.331485	3.566680	5.914033
115	1	5.532107	-1.600315	5.813346
117	1	6.949100	2.936561	5.805812
118	1	-6.733225	9.206865	8.515778
119	1	6.170119	0.631247	6.686194
120	1	6.977935	0.796365	7.025980
121	1	-1.414552	6.917852	4.097883
122	1	6.750530	1.685010	7.271274
124	1	0.364051	4.774568	6.432553
125	1	-0.872052	6.985550	8.089613
127	1	2.837125	7.125786	4.587175
128	1	-3.612965	6.777817	6.809373
129	1	8.443445	-0.000266	5.648273
131	1	6.905127	2.174284	5.674580
132	1	1.481110	4.334732	4.636238
133	1	7.626053	-0.138497	4.497316
134	1	7.269234	2.675449	2.555704
136	1	0.185712	7.611432	6.446488
137	1	3.369552	6.346878	5.182477
140	1	2.383943	8.014631	4.924722
141	1	4.550361	3.015037	6.648557
142	1	-0.798026	4.950885	5.551949
143	1	-3.407146	7.605492	7.088317
144	1	-4.423469	7.710974	6.495367
145	1	-1.282312	6.142017	5.161651
146	1	0.162287	6.275548	7.728095
