1	5	11.487040	12.211264	34.578178	14.757348	0.284552	0.819186	0.462026	0.523366	1.474059	3.000000	0.013246	7.758027	5.000000	94.041636	0.886689	2.000000	0.022684	11.077940	1.000000	0.013623	11.138691	1.000000	16.667462	0.266017	6.000000	30.114498	1.349488	1.000000	0.016158	4.414037	3.000000	40.978026	1.560912	6.000000	0.011790	5.880117	4.000000	28.403878
2	2	90.183969	16.856181	87.298214	71.702397	0.283729	0.441950	0.581634	0.706389	0.024420	4.000000	0.015308	1.067320	3.000000	7.352176	10.825067	4.000000	0.017794	5.097847	4.000000	0.011211	18.517554	2.000000	48.131041	0.952564	1.000000	90.362920	1.404013	5.000000	0.040508	12.454327	2.000000	34.851542	1.495211	5.000000	0.116332	4.249444	2.000000	86.940591
3	4	90.886395	71.333059	64.483536	77.795318	0.953900	0.552314	0.832592	0.626716	0.811578	6.000000	0.012452	17.592131	4.000000	90.512643	4.850794	2.000000	0.025061	14.977994	4.000000	0.056785	7.088289	2.000000	14.702127	1.573607	6.000000	48.334651	0.203778	4.000000	0.111154	17.522516	4.000000	9.481232	0.021673	4.000000	0.012291	12.081896	5.000000	50.923095
4	3	56.169477	78.479384	20.084785	29.688067	0.178942	0.504365	0.665718	0.947448	0.706605	1.000000	0.013405	13.824605	6.000000	24.548343	4.831203	2.000000	0.037162	15.986323	3.000000	0.027232	9.044105	5.000000	38.547172	1.589158	2.000000	14.040661	1.020735	3.000000	0.028319	14.548084	2.000000	85.874120	0.363368	1.000000	0.010242	3.162431	6.000000	37.641505
5	1	32.727215	3.391649	9.514097	5.315540	0.850589	0.919793	0.930380	0.322651	0.029925	6.000000	0.036654	6.997137	5.000000	44.799489	15.593562	2.000000	0.085727	10.802247	5.000000	0.012055	1.934798	6.000000	44.005034	0.470312	1.000000	1.602904	1.021694	6.000000	0.012290	7.378279	5.000000	81.723803	0.296238	3.000000	0.020801	11.081998	1.000000	84.482471
6	2	54.305524	86.462705	21.051645	38.922429	0.298799	0.917361	0.905247	0.484781	0.863393	1.000000	0.013137	7.219206	4.000000	5.990476	18.126413	2.000000	0.393238	1.983312	3.000000	0.014841	10.462360	6.000000	41.056018	0.646682	4.000000	47.194434	0.269090	5.000000	0.010139	11.203867	4.000000	11.230450	0.424290	2.000000	0.011870	1.716596	2.000000	42.202054
7	4	48.490287	11.070040	53.400128	87.351194	0.900527	0.928597	0.881299	0.398785	0.446644	6.000000	0.016579	6.087930	5.000000	51.071017	14.545475	6.000000	0.023617	15.701632	4.000000	0.012700	6.965541	3.000000	55.393141	1.041310	5.000000	41.808154	0.105930	6.000000	0.050196	2.275603	5.000000	1.309847	1.313700	3.000000	0.013052	16.902362	2.000000	27.689594
8	4	59.387387	9.059803	45.536146	3.035172	0.290695	0.692271	0.326324	0.477602	0.037410	4.000000	0.077868	6.170929	4.000000	40.221155	17.151259	2.000000	0.049002	6.235360	4.000000	0.067398	10.470090	3.000000	6.337433	0.248385	1.000000	34.360355	0.896497	3.000000	0.028778	16.678888	6.000000	33.123929	0.617333	4.000000	0.120746	18.264754	3.000000	10.708325
9	2	1.874420	52.709588	33.776241	17.607742	0.504377	0.930196	0.849294	0.988101	0.733873	1.000000	0.012168	7.485595	4.000000	21.125423	4.379500	2.000000	0.010128	13.281368	3.000000	0.329981	15.970946	2.000000	84.455078	0.897261	1.000000	16.182833	0.226650	5.000000	0.018746	15.735566	6.000000	89.112864	0.398878	5.000000	0.012033	15.815044	2.000000	84.277015
10	2	96.347666	13.210383	70.425996	84.035689	0.482570	0.703272	0.352511	0.449116	0.895980	4.000000	0.010758	14.818192	6.000000	34.847980	18.196081	6.000000	0.011168	4.176444	5.000000	0.154757	16.940252	5.000000	45.588300	0.672077	5.000000	62.604836	0.676420	4.000000	0.055874	15.155108	5.000000	15.653122	1.159422	4.000000	0.063550	0.825077	5.000000	3.037302
11	3	88.308376	1.731971	50.661418	98.087704	0.986238	0.358287	0.597965	0.528747	1.554532	6.000000	0.070464	18.337263	4.000000	89.841478	1.441556	3.000000	0.031369	17.566859	3.000000	0.032975	8.931459	3.000000	27.525018	0.709159	1.000000	41.523841	0.623419	4.000000	0.016081	13.439639	1.000000	21.631751	1.352546	1.000000	0.012144	3.244588	6.000000	54.072740
12	1	43.597057	29.199901	85.554620	43.888448	0.603028	0.664361	0.284367	0.156566	0.582044	4.000000	0.011017	3.761676	2.000000	73.572328	17.427000	1.000000	0.916832	12.308537	1.000000	0.044124	16.373001	2.000000	35.054270	0.958346	5.000000	55.084189	1.189652	5.000000	0.528402	19.355420	1.000000	65.395038	0.120227	3.000000	0.019298	12.837460	2.000000	75.758092
13	4	37.175447	10.300672	53.879305	89.802140	0.469067	0.923234	0.648504	0.894990	0.946624	6.000000	0.040782	1.475468	1.000000	43.978425	9.235142	6.000000	0.015639	14.158142	6.000000	0.010968	0.399516	2.000000	56.434045	0.035094	5.000000	67.165669	0.673046	4.000000	0.026909	10.753759	6.000000	87.905174	0.707324	3.000000	0.021413	6.763702	4.000000	75.878570
14	1	91.054705	72.606173	43.003256	67.499301	0.181616	0.973544	0.367950	0.948082	1.591888	1.000000	0.015282	18.182908	1.000000	96.570089	17.317468	2.000000	0.020692	0.579633	5.000000	0.022613	12.121254	5.000000	66.605566	0.681834	3.000000	61.334065	1.145406	5.000000	0.040844	4.321315	5.000000	35.640675	0.293150	3.000000	0.016322	12.478001	1.000000	99.290145
15	5	49.022311	31.153534	47.887662	61.804810	0.912115	0.275779	0.247057	0.958304	1.600624	1.000000	0.012371	16.978755	2.000000	85.068333	16.009618	4.000000	0.281873	16.925330	2.000000	0.013748	18.215394	4.000000	11.851915	0.292372	6.000000	67.528073	0.187184	1.000000	0.024109	8.625733	4.000000	41.731941	0.652898	2.000000	0.010733	4.126205	6.000000	92.387945
16	3	94.167470	70.375499	66.342733	84.031013	0.960550	0.540634	0.230798	0.883582	0.340046	1.000000	0.013405	1.872352	4.000000	51.277325	15.574278	4.000000	0.012105	4.071739	3.000000	0.024192	16.834521	2.000000	45.928607	0.764313	3.000000	44.568617	0.756589	1.000000	0.100590	9.290380	3.000000	98.325821	1.046550	5.000000	0.608960	3.863805	4.000000	72.484808
17	1	47.742999	94.434103	37.427594	80.436564	0.970916	0.990580	0.647517	0.154992	1.582941	6.000000	0.010820	3.857715	2.000000	22.914026	8.575849	3.000000	0.029050	0.468986	5.000000	0.020107	3.471030	4.000000	62.645404	0.386941	1.000000	34.212180	1.383021	1.000000	0.628282	7.256217	4.000000	26.848276	1.441118	4.000000	0.014986	16.500130	5.000000	8.631332
18	2	79.224546	85.665246	93.858525	82.368048	0.843262	0.617863	0.691704	0.313243	0.169419	3.000000	0.020149	16.070481	1.000000	51.428599	17.898576	6.000000	0.013749	19.196489	3.000000	0.051218	7.743292	2.000000	65.684166	1.237798	1.000000	34.392949	0.415479	3.000000	0.014755	13.443679	2.000000	67.945027	1.539449	2.000000	0.016203	8.360518	3.000000	92.753713
19	3	86.870040	46.006603	45.738671	23.847266	0.356038	0.157311	0.917158	0.199744	0.182380	6.000000	0.031172	16.596933	1.000000	83.833887	3.467428	2.000000	0.017195	16.273495	2.000000	0.014973	3.701551	1.000000	75.788711	1.472784	4.000000	26.985080	1.017328	4.000000	0.038109	10.789940	6.000000	26.676307	1.432081	1.000000	0.019520	5.666086	2.000000	19.101306
20	2	32.516510	25.549033	40.865622	17.619895	0.354793	0.640984	0.375621	0.885577	0.201490	1.000000	0.272009	2.355298	6.000000	55.135643	18.167386	3.000000	0.079728	16.537615	2.000000	0.014159	11.626499	1.000000	80.555923	1.007030	1.000000	3.983366	1.029941	2.000000	0.010974	5.944225	3.000000	61.820650	1.102770	4.000000	0.120004	8.335056	1.000000	63.799021
21	2	57.595637	57.083031	93.032931	82.253052	0.546839	0.640814	0.838775	0.448612	0.674038	5.000000	0.018447	3.757373	1.000000	29.127351	2.589198	5.000000	0.013858	13.087431	4.000000	0.057553	7.333529	2.000000	65.935271	0.655817	6.000000	84.148978	1.465379	1.000000	0.031285	0.762236	2.000000	70.733494	0.578284	2.000000	0.365833	3.845357	3.000000	20.724432
22	1	84.171949	5.164202	76.153364	63.991739	0.734682	0.878809	0.702592	0.406312	0.586371	4.000000	0.111605	0.585324	2.000000	90.626310	8.329781	3.000000	0.018025	18.333629	3.000000	0.025897	6.188825	6.000000	37.717973	0.752209	2.000000	95.420145	0.494627	5.000000	0.019351	8.959581	3.000000	80.649098	0.276938	5.000000	0.011086	17.915484	5.000000	12.075412
23	2	66.294606	69.800131	20.338107	88.778294	0.525657	0.281853	0.565615	0.316062	0.315056	1.000000	0.017540	7.063187	4.000000	45.860539	15.037493	6.000000	0.014820	4.027051	4.000000	0.031605	14.649878	4.000000	3.608404	1.259368	6.000000	72.672855	0.847869	2.000000	0.010047	0.471292	1.000000	87.405363	1.280825	5.000000	0.038910	10.042467	4.000000	68.996729
24	2	46.574776	83.468120	17.317263	87.504991	0.452582	0.666031	0.224826	0.684554	0.275902	3.000000	0.101400	2.895013	1.000000	17.792865	18.013539	1.000000	0.021285	4.176487	4.000000	0.012098	14.073114	5.000000	4.508932	0.905754	2.000000	56.862362	0.376205	6.000000	0.044411	16.117579	5.000000	34.514582	1.110307	4.000000	0.015594	16.208117	2.000000	27.752304
25	1	14.305383	92.569369	2.712960	44.774256	0.514822	0.648298	0.269687	0.104732	1.433496	5.000000	0.640456	17.830705	2.000000	80.645296	5.165581	4.000000	0.024636	10.798264	6.000000	0.010519	16.921803	5.000000	74.049722	1.323910	6.000000	96.909143	0.636414	1.000000	0.020237	9.812606	5.000000	40.744356	1.228802	4.000000	0.012884	2.912257	4.000000	41.695618
26	1	80.937377	89.873009	95.378005	42.868774	0.802057	0.354386	0.992104	0.410832	0.342932	2.000000	0.021437	9.709887	4.000000	34.201594	9.978829	1.000000	0.010791	15.305817	2.000000	0.010877	11.196471	2.000000	6.995310	0.309127	1.000000	48.414131	1.102797	6.000000	0.021477	0.700211	6.000000	2.679803	1.153791	4.000000	0.017033	9.422276	1.000000	25.964650
27	2	54.710008	1.338802	49.861686	45.838784	0.757187	0.389891	0.223391	0.646819	0.282155	2.000000	0.010957	0.781111	6.000000	26.831034	14.857785	2.000000	0.054722	13.507338	3.000000	0.014934	1.554400	1.000000	18.483257	0.323653	2.000000	61.213011	0.837544	3.000000	0.022925	18.031369	5.000000	2.478166	0.035643	4.000000	0.019419	18.009126	6.000000	48.556962
28	2	76.541874	88.980917	57.256579	49.076278	0.299218	0.745125	0.999021	0.155870	1.148468	5.000000	0.019700	9.875113	4.000000	23.776784	17.071220	2.000000	0.011354	1.908606	1.000000	0.015496	1.191061	6.000000	16.274549	0.401049	2.000000	25.288214	0.262162	2.000000	0.014228	1.875174	3.000000	83.676633	1.367516	3.000000	0.393396	15.895366	4.000000	13.257436
29	2	17.723700	37.189661	21.473533	32.246371	0.982642	0.528111	0.426506	0.970577	1.012320	4.000000	0.063016	1.731998	2.000000	18.522660	3.503426	3.000000	0.037614	13.014350	5.000000	0.013751	17.262509	3.000000	31.366223	1.589594	1.000000	99.638845	0.029084	6.000000	0.029094	1.731344	5.000000	7.915716	1.232041	2.000000	0.193648	15.942761	4.000000	80.998057
30	2	19.249592	41.298931	92.560671	55.897812	0.456053	0.750040	0.214946	0.115579	0.484047	5.000000	0.013969	7.322586	1.000000	28.037378	18.178793	6.000000	0.326820	15.594322	1.000000	0.016323	18.488162	4.000000	67.214718	1.092622	3.000000	80.770782	1.408048	2.000000	0.032577	18.737669	3.000000	33.947532	0.087189	1.000000	0.183676	8.430117	6.000000	55.838212
