1	2	86.203789	61.983007	95.276821	0.896658	0.590725	0.869386	2.987792	1.000000	0.019303	0.343817	1.000000	0.026228	1.569285	1.000000	68.405824	0.450203	1.000000	87.403651	1.111689	6.000000	0.011896	5.345796	4.000000	54.043440	4.640867	5.000000	0.021962	1.911998	4.000000	0.021366	2.176784	5.000000	93.983121
2	2	18.191851	9.608007	90.423075	0.676651	0.552463	0.832710	2.737283	6.000000	0.372908	1.186822	1.000000	0.135753	0.363874	1.000000	42.941654	2.159480	2.000000	20.861207	3.684354	5.000000	0.018977	1.473307	2.000000	96.221532	5.701054	3.000000	0.073094	3.211059	1.000000	0.016423	3.450875	6.000000	50.095939
3	2	78.906438	16.739404	37.341395	0.290382	0.441561	0.621742	1.524719	6.000000	0.016783	2.909260	3.000000	0.018411	0.829568	6.000000	74.261253	4.739796	3.000000	81.674181	1.875918	4.000000	0.019778	0.643143	3.000000	25.136914	0.322410	5.000000	0.023026	3.067233	3.000000	0.039099	3.171464	1.000000	10.976051
4	1	56.164254	94.287760	84.924212	0.455313	0.686572	0.869751	4.840270	6.000000	0.141519	1.227683	5.000000	0.053940	0.601609	2.000000	99.686894	0.826402	5.000000	8.135858	3.439556	4.000000	0.051638	0.582624	2.000000	13.829957	5.293721	5.000000	0.041982	0.824629	5.000000	0.018053	1.336403	4.000000	82.031970
5	3	63.028925	35.483654	53.980100	0.519321	0.236084	0.859755	0.732226	4.000000	0.016021	3.055673	6.000000	0.025696	0.576612	5.000000	94.384181	3.445346	4.000000	58.021094	1.309903	6.000000	0.011169	2.167440	3.000000	94.408804	5.444509	2.000000	0.017661	4.354557	6.000000	0.082691	0.776609	5.000000	87.387403
6	2	62.599992	5.672166	24.096260	0.270915	0.463799	0.190948	3.653414	1.000000	0.010434	3.213784	1.000000	0.016240	1.123799	2.000000	76.672492	2.266996	4.000000	39.091434	4.024872	3.000000	0.036449	0.478817	1.000000	62.138517	5.398690	2.000000	0.013981	2.916371	1.000000	0.016621	4.217384	6.000000	39.087371
7	1	2.659216	85.909976	52.949473	0.977494	0.318335	0.139856	3.320723	4.000000	0.011753	4.367374	4.000000	0.013421	0.505913	3.000000	41.201268	3.665889	3.000000	30.529619	2.672010	1.000000	0.024973	3.773047	3.000000	92.774254	5.169678	2.000000	0.011024	3.696881	2.000000	0.012611	2.723021	5.000000	42.923103
8	2	37.481699	42.774170	11.056848	0.424085	0.654196	0.421272	4.496913	1.000000	0.017041	2.814711	1.000000	0.316452	1.115381	4.000000	1.441869	0.532477	2.000000	92.047518	0.774836	2.000000	0.010317	3.550545	6.000000	84.005210	4.811054	5.000000	0.043645	3.599824	4.000000	0.010034	1.739469	1.000000	44.480073
9	1	3.361038	97.202282	95.369493	0.758238	0.444500	0.245892	2.884558	1.000000	0.076704	4.457479	2.000000	0.013145	3.038143	5.000000	10.266690	3.177046	2.000000	10.796349	2.627542	4.000000	0.019646	5.394885	3.000000	24.144075	1.232508	3.000000	0.188939	2.367515	6.000000	0.013962	4.509998	4.000000	36.524083
10	3	96.894093	91.305076	66.530677	0.355500	0.506264	0.409217	2.721636	2.000000	0.030050	0.388728	5.000000	0.030470	0.395394	4.000000	18.827514	2.224305	2.000000	89.592343	0.889961	4.000000	0.126464	1.712882	5.000000	81.675529	5.363490	1.000000	0.033036	1.515334	3.000000	0.019424	0.214500	5.000000	6.577007
11	1	56.887092	86.076866	10.749292	0.312262	0.213214	0.248442	5.032617	4.000000	0.025202	1.052629	4.000000	0.016534	2.407998	2.000000	99.548465	1.510719	5.000000	12.559042	2.648572	2.000000	0.016178	2.647218	5.000000	41.535158	0.919309	4.000000	0.366450	4.179048	5.000000	0.083261	0.347759	1.000000	82.257761
12	1	96.728302	91.844037	87.350249	0.374960	0.463519	0.167806	2.536948	1.000000	0.037600	2.214389	1.000000	0.066618	1.434454	1.000000	47.229647	4.164806	5.000000	63.374647	0.527493	1.000000	0.013107	2.788556	3.000000	20.683051	2.365936	3.000000	0.026895	2.892774	2.000000	0.013045	1.372818	6.000000	39.916653
13	1	1.020859	94.099675	88.220239	0.141692	0.514467	0.658830	0.537945	6.000000	0.037585	0.242077	3.000000	0.014610	2.325794	5.000000	78.309117	3.227455	4.000000	25.519619	1.499836	1.000000	0.014512	4.355225	4.000000	85.455895	1.595244	6.000000	0.010881	2.946531	1.000000	0.029519	2.183376	5.000000	93.360780
14	1	7.446105	64.177588	58.523990	0.843959	0.848189	0.592159	5.487218	3.000000	0.030473	2.129181	5.000000	0.011324	3.596969	3.000000	31.543900	3.107599	6.000000	78.457019	1.187381	2.000000	0.114322	6.056265	3.000000	24.380038	5.395100	4.000000	0.013203	1.542816	5.000000	0.015783	4.087881	2.000000	67.538650
15	1	49.278879	28.412833	19.691810	0.540663	0.495592	0.408803	0.604524	6.000000	0.013592	1.729649	2.000000	0.013913	0.773402	2.000000	72.774400	2.195361	4.000000	55.377441	4.387197	1.000000	0.016803	4.097519	2.000000	32.103027	1.893329	6.000000	0.010528	3.546058	2.000000	0.012164	1.294880	3.000000	57.790583
16	1	98.756934	40.123850	4.078964	0.754850	0.514572	0.206679	0.981923	2.000000	0.025489	1.962122	6.000000	0.014588	4.173083	6.000000	38.346735	1.415196	6.000000	57.882462	2.712480	1.000000	0.031364	0.479279	5.000000	77.620635	6.044177	4.000000	0.010767	3.805575	2.000000	0.010301	2.354650	1.000000	15.126455
17	2	10.137393	40.971351	2.794373	0.697645	0.400427	0.192702	2.795877	4.000000	0.099943	0.269435	1.000000	0.014063	3.127913	4.000000	5.012241	1.355342	6.000000	63.669346	0.285904	2.000000	0.028521	0.634825	6.000000	1.235291	1.145382	3.000000	0.010379	1.169572	3.000000	0.288128	4.130431	6.000000	26.198094
18	1	64.064705	35.695722	99.241785	0.101316	0.413726	0.868058	3.970121	2.000000	0.068653	4.419642	4.000000	0.094740	3.378215	4.000000	2.001592	1.639252	1.000000	79.602441	0.905852	5.000000	0.039817	4.285065	4.000000	84.522927	2.025270	1.000000	0.022693	3.603021	6.000000	0.039297	3.567676	3.000000	9.301855
19	2	63.170553	8.421413	39.799767	0.754720	0.660653	0.658359	1.803441	2.000000	0.013152	1.821638	2.000000	0.019085	2.779932	5.000000	32.575590	2.579403	2.000000	38.605855	0.059403	1.000000	0.031527	3.313867	5.000000	94.465099	1.534495	1.000000	0.015079	2.203068	2.000000	0.053876	0.224423	3.000000	90.977926
20	1	4.404760	36.066077	95.365704	0.936674	0.942795	0.740210	4.487545	6.000000	0.038330	1.366366	2.000000	0.012999	1.272079	2.000000	57.782818	0.367676	3.000000	64.394890	0.317949	5.000000	0.011300	3.077535	1.000000	65.070701	1.543786	2.000000	0.145316	1.166683	1.000000	0.028051	1.702024	5.000000	22.901388
21	1	87.857804	79.124110	41.130780	0.757011	0.457828	0.795551	5.852666	2.000000	0.015914	1.564459	2.000000	0.011340	1.758009	2.000000	55.058600	3.088772	5.000000	42.141427	4.264426	1.000000	0.010093	1.842647	4.000000	8.802849	3.801263	1.000000	0.011155	3.402718	6.000000	0.011129	0.082314	5.000000	47.854009
22	3	62.811251	50.025372	96.529797	0.603067	0.107463	0.322172	2.701159	2.000000	0.010691	3.184842	3.000000	0.025531	0.481161	5.000000	50.970696	2.229274	4.000000	76.574828	4.009693	2.000000	0.100523	4.261610	1.000000	75.880198	0.515330	6.000000	0.043523	2.657490	6.000000	0.044601	2.382288	4.000000	86.525337
23	1	21.900711	2.359159	1.822720	0.574069	0.838962	0.612132	0.835944	5.000000	0.014357	1.979210	2.000000	0.641957	0.108428	4.000000	13.505493	2.747329	2.000000	55.860133	1.448114	3.000000	0.011774	5.465872	4.000000	26.389422	1.866990	2.000000	0.042807	2.503171	1.000000	0.037976	2.017506	5.000000	54.051457
24	1	89.009994	82.349987	48.712027	0.518459	0.609983	0.605491	1.674735	3.000000	0.019234	4.536946	5.000000	0.011534	3.747243	2.000000	91.363991	2.035439	3.000000	27.260719	0.556424	3.000000	0.103190	1.557253	2.000000	61.571630	2.221385	2.000000	0.012052	3.972085	1.000000	0.016566	2.939686	2.000000	86.171383
25	1	87.542426	67.004746	55.942279	0.539778	0.623186	0.456548	3.401334	4.000000	0.015456	4.450915	2.000000	0.012930	2.930978	1.000000	60.907718	0.483436	6.000000	19.004604	3.822274	2.000000	0.012563	3.985555	6.000000	2.071397	3.265701	2.000000	0.013149	0.093684	4.000000	0.010783	1.425895	6.000000	15.399875
26	1	41.400411	64.019112	26.747708	0.635673	0.315314	0.825371	2.764439	5.000000	0.010654	4.065506	5.000000	0.016650	3.033604	3.000000	25.586923	0.329367	2.000000	34.468768	2.832356	5.000000	0.014072	5.019531	2.000000	22.096708	4.602899	1.000000	0.018745	4.542117	2.000000	0.034294	1.088116	5.000000	17.828285
27	1	89.416838	21.607522	8.734505	0.347254	0.782162	0.198561	2.563555	5.000000	0.014848	3.501253	1.000000	0.016587	1.548414	3.000000	87.570921	3.063054	2.000000	3.962261	2.536980	2.000000	0.012799	5.232697	1.000000	81.310806	0.497548	4.000000	0.018068	2.664860	5.000000	0.018512	2.361765	3.000000	72.199353
28	3	35.992756	24.770760	16.651935	0.518460	0.674042	0.417272	5.099878	1.000000	0.054200	3.883622	6.000000	0.020427	4.663984	5.000000	45.313952	1.423630	5.000000	33.068201	1.330872	3.000000	0.053133	6.054913	6.000000	69.679272	1.700873	3.000000	0.501949	0.837252	4.000000	0.025954	3.306493	5.000000	76.672071
29	2	59.282659	65.481414	42.072840	0.524268	0.309315	0.921932	0.778284	6.000000	0.017135	0.676072	6.000000	0.220054	2.585315	5.000000	49.725099	3.605663	2.000000	11.091364	4.323312	2.000000	0.020266	4.923489	3.000000	77.647359	3.449105	6.000000	0.042051	2.213886	6.000000	0.012415	1.635362	1.000000	9.329177
