1	1	100	-3.542801	7.578957	-3.010739	7.247523	-4.724334	7.634848	-8.554247	7.680696	-7.263035	4.477357
2	5	42	-6.727830	6.145693	-4.081931	8.257418	1.323696	-0.310437	6.540660	2.630740	0.123592	6.569323
2	5	25	-6.728981	6.145693	-4.081929	8.333897	-2.882159	4.944750	-1.238871	7.651685	-6.177750	6.572185
2	5	4	-2.689206	2.469292	7.019464	-3.736932	6.780439	-5.657554	6.665885	2.630732	0.123596	6.569317
2	5	2	-1.368062	6.145691	-4.081935	8.257399	1.323884	-0.313238	6.828835	0.344288	5.554742	0.817741
2	5	16	5.072742	-2.405279	7.076219	-3.736935	6.780439	-5.659701	6.953356	0.340685	5.783212	-4.741963
3	3	76	-0.931892	9.015340	-3.149880	0.417389	6.759172	-3.409624	7.495669	-7.119141	6.257994	4.051096
3	3	11	6.475648	-1.571860	6.671187	-3.370727	6.761757	-3.411689	7.495669	-7.119141	8.071769	-0.745045
3	3	13	-0.932005	9.016446	-4.760016	5.397650	1.713756	-0.753265	7.492698	-7.118974	6.257994	4.051096
4	5	32	8.251069	-3.043495	5.956526	-5.019493	6.670776	-1.273900	7.536929	-4.179566	5.184300	-4.940720
4	5	24	1.610441	8.133398	-3.741486	7.076131	0.955621	2.266441	7.531150	-4.179078	5.174648	0.172809
4	5	11	-2.432852	8.601203	-3.741525	7.076132	0.955251	2.267097	7.489917	1.212101	1.852923	5.539031
4	5	10	8.221729	-3.035289	5.945257	-3.723086	5.055850	3.130344	2.644839	7.255533	0.245302	0.430972
4	5	23	-2.442076	8.601203	-3.741831	7.076594	-2.251339	6.694714	0.849986	7.822017	-3.075832	5.546666
5	5	28	-6.049919	8.848575	-5.707429	6.913196	-3.811583	6.650474	-7.297703	7.364226	-3.179592	7.017726
5	5	29	-0.621494	8.764111	-5.652878	6.913196	-3.811420	6.650291	-0.726225	1.177755	7.074899	1.322638
5	5	14	4.408898	1.019448	3.833594	-1.959923	6.603634	-4.827010	5.504625	-4.729234	7.143169	-1.610794
5	5	16	-0.621493	8.764109	-5.367928	6.566958	1.086269	1.394411	5.496052	-4.728566	7.084665	1.322637
5	5	5	-0.621493	8.703829	-0.846208	0.811664	6.596763	-4.826978	5.504625	-4.729232	7.084665	1.322637
6	3	40	9.373960	3.062405	1.370063	1.266742	5.946213	-3.004188	8.023758	-0.755390	3.514788	-4.769661
6	3	40	9.647565	-3.516160	6.722618	-2.704948	5.946427	-3.004205	8.023758	-0.755390	3.514788	-4.858932
6	3	20	9.371381	3.067371	-3.927705	5.578017	1.582226	0.536766	7.561621	-0.631398	3.514668	-4.768764
7	1	100	0.818967	-2.055519	0.522997	7.400343	-3.096082	8.097778	-1.287528	7.020963	-2.061108	3.472199
8	2	95	-0.027634	0.455514	6.709535	-4.629700	8.542568	-6.365460	8.002769	-0.986834	-0.114727	8.615632
8	2	5	-3.924166	6.752850	-1.740950	5.416217	2.116668	-2.184532	8.001372	-0.986834	-0.114727	8.759971
9	4	29	6.832695	-3.469317	5.069276	-6.285858	3.814147	6.862191	3.734972	-0.108176	3.592491	-0.893972
9	4	56	-1.420833	6.814408	0.036548	0.056050	3.039600	7.883424	1.581778	2.913155	2.027146	6.943616
9	4	10	-1.420834	6.814418	-3.507890	5.892079	-1.204756	8.353289	1.581778	2.913155	2.027146	6.943616
9	4	5	6.759788	1.300584	0.000432	5.891337	-1.202206	7.942811	3.734970	-0.108060	3.592451	-0.886954
10	2	77	8.602379	-4.815389	5.776952	0.454610	9.633066	-6.768903	2.272451	5.334929	-1.207989	2.867861
10	2	23	9.367928	-4.815389	5.776952	0.454610	9.633085	-6.780544	5.298548	-0.465295	4.954990	-0.052931
11	1	100	-0.042693	-1.617817	8.431998	-2.219703	6.768382	-7.766504	5.419267	2.433324	-1.032476	5.443469
12	5	28	0.418857	8.058855	2.193150	0.012316	7.247089	1.239172	6.479305	-6.459759	4.452093	2.638376
12	5	47	0.384477	8.133029	-1.806923	6.806803	-3.458758	7.026414	2.228821	-0.494955	4.451851	2.638619
12	5	11	5.453009	0.863294	7.849681	1.613715	0.976470	6.984685	2.353120	-1.914721	5.700112	-3.785751
12	5	13	5.453016	0.863250	7.854742	-4.436915	7.273723	1.239162	6.479306	-7.790792	5.700113	-3.785751
12	5	1	-2.848370	8.060172	2.193145	0.059456	6.287427	3.534531	-1.391156	4.473574	-0.485943	7.631156
13	5	26	6.896890	-4.650212	5.168305	-5.548193	6.795697	-3.811975	9.537238	-3.126748	4.920682	-6.044111
13	5	29	5.945767	-4.645615	5.168305	-5.548193	6.795697	-3.811975	9.198082	2.783428	-1.519537	0.045591
13	5	40	-2.750589	5.722179	-0.488214	-2.374960	6.795696	-3.811975	9.197796	2.784117	-7.662001	4.694881
13	5	4	1.110318	5.722133	-0.488173	-2.374960	6.795696	-3.811975	9.537238	-3.126748	4.914996	-1.403735
13	5	1	-2.750978	5.722460	-1.277950	3.573970	-1.799116	5.129821	-1.381835	7.489060	-7.773940	4.694881
14	4	80	-3.936155	5.341770	-6.130260	5.589459	4.486554	-6.105412	8.996775	-0.101901	0.217472	6.744592
14	4	10	0.161091	1.099620	3.964516	0.168289	6.217445	-7.556424	8.996775	-0.101901	0.217472	6.744592
14	4	9	6.186765	-1.278174	-1.079234	5.589386	4.486559	-6.124606	9.084999	-5.439026	6.772714	-2.058552
14	4	1	6.186765	-4.384236	3.977134	0.146917	6.217496	-7.575602	9.084999	-5.439026	6.772714	-2.058552
15	3	6	-5.576437	8.108435	-2.362787	5.657180	-6.708785	5.890089	0.076449	6.267159	-1.330666	5.190083
