4	4	-7.919215	7.284823	-3.476739	6.613246	5.973926	-8.573370	7.337408	-4.744182	-2.808849	7.072354	2.170736	1.344027	-0.471300	7.041832	2.172606	-2.699914
12	4	-7.568291	-1.830442	1.917298	7.024226	4.031991	-11.318318	7.428122	-3.366763	-11.614105	6.039673	-3.909847	7.275436	3.696568	-7.896453	2.072091	2.701514
14	4	-4.529972	-8.054362	5.800441	-0.501661	-5.520447	-2.712306	1.127188	5.731615	6.388463	-11.705769	5.800774	-5.199380	-10.034058	3.624962	-3.094530	5.731978
26	4	-1.770601	-7.059656	4.933405	-0.065762	3.854472	-11.941479	4.933406	-2.285763	-10.748550	5.230448	-6.883112	4.853943	-5.813147	-1.025570	-0.467885	4.846550
30	4	-9.322718	5.792753	-5.539116	6.178688	7.333430	-4.576895	4.461100	-6.916302	-4.491026	-0.756085	1.007544	6.103603	4.233525	3.331504	-0.937822	-0.452950
41	4	-7.267928	-3.340226	1.874924	5.290039	-2.897529	-7.427202	7.903692	-0.333109	4.923054	-11.022715	7.903867	-3.406003	-10.825820	4.573742	-4.258453	6.235730
49	4	7.737012	-7.346354	9.831312	-4.732397	-0.022055	-3.134416	9.626067	1.576776	-6.137402	6.456524	-1.226017	8.147692	-2.832960	-2.515192	3.391739	7.966338
51	4	-7.652188	-0.954147	-1.032246	8.479411	-14.185594	5.470465	-6.146286	8.479411	-4.237181	-6.568174	5.346487	2.177405	5.121219	-12.950301	5.453815	-3.968335
85	4	-10.085579	6.326482	-3.616553	7.465297	7.356093	-5.133377	8.276778	-5.365240	-4.441579	-1.695755	1.719790	7.460249	1.722185	-2.593455	1.814075	7.214656
89	4	6.719805	-2.832027	1.535899	3.194089	-2.781214	8.490032	-4.434409	6.701349	4.374107	3.803011	-3.719558	3.765037	7.422650	-6.752113	4.976222	0.341664
123	4	-3.663881	5.834432	4.778994	0.312204	6.977608	-4.315832	6.946180	-5.506987	4.054972	3.187973	4.790675	-5.216619	-9.177249	7.182584	1.018530	6.333524
171	4	4.018962	5.584893	-0.746339	0.194439	-4.899139	6.287651	-7.217593	6.165355	6.843957	-5.911218	5.210874	-4.623445	-2.797599	-0.199180	-1.260060	6.165118
183	4	-10.287367	5.485598	-3.567083	6.670895	-4.329234	-0.304904	-0.366336	6.667596	6.901021	-12.620425	5.993130	-0.677847	1.607954	-1.220306	0.319872	4.817866
184	4	-3.981228	0.926406	6.268034	0.710789	-12.409324	6.697499	-6.230870	5.874598	3.562926	-8.867098	6.316006	-0.868876	1.154389	0.453840	6.302907	0.297976
187	4	-5.439136	5.648263	0.999568	0.942219	6.019220	-10.802104	6.872624	-5.007777	-10.345434	5.648372	-3.321448	4.952880	5.921292	1.091806	1.015043	-2.925705
214	4	-0.647780	6.783407	-3.334662	8.744448	-6.892066	6.783493	-3.334549	9.050562	3.202633	-3.668188	2.556600	6.538375	7.636929	-6.930648	6.042251	-0.964440
248	4	-4.969518	4.591905	2.204344	1.742357	-0.267842	-4.636738	6.989592	1.733051	4.366555	-9.507646	7.046869	-3.470788	-11.420458	5.587422	-3.086005	6.474364
326	4	4.748316	-12.707197	5.293707	-0.981491	-5.384287	-6.353022	4.957905	2.139620	-6.516238	-6.205602	2.749896	6.408557	-12.910281	6.516828	-3.334020	6.571617
362	4	-9.996696	5.424775	-3.965791	7.875650	4.594232	-9.291246	1.086500	2.181080	-4.178477	-0.498778	-1.281736	7.750406	-3.848753	-4.224774	1.071840	7.266289
364	4	8.169125	-2.848383	6.261621	-5.384801	-4.458257	6.360062	0.773644	1.948188	-8.292368	6.595558	-4.635606	6.969095	2.534255	3.121035	3.059845	-1.759622
415	4	-1.666593	2.619571	5.237555	-0.401032	6.537755	-10.095472	6.471317	-4.675159	-11.375633	6.053247	0.129286	5.552495	0.443209	-5.380352	6.463297	-1.738373
427	4	-10.303628	6.040107	-4.597995	6.346918	5.670150	-6.927391	7.127921	-6.133372	-0.108136	-4.634786	6.845529	-0.454340	5.030924	0.930484	0.541095	-0.124683
430	4	-4.388014	0.350453	6.700326	0.125582	-2.490504	-6.114506	6.841714	-0.113167	-9.421170	6.184576	-2.284286	4.603367	4.082309	-10.623290	6.857332	-3.749090
528	4	-6.820053	-3.011056	0.636522	8.057743	-13.324936	6.716402	-5.282644	8.148260	-6.822019	0.262278	0.612917	8.064169	5.636212	-7.944312	6.708988	-1.883081
658	4	-3.026411	-2.565008	-1.446424	8.106342	2.498068	-5.523970	-1.304192	6.732290	-6.639097	2.548531	-2.572200	8.107474	7.726386	-7.699380	3.630575	0.754911
665	4	-8.749972	6.214512	-5.709601	6.756883	5.512917	-1.843930	3.001272	0.170186	4.418534	2.214029	2.051361	1.066502	0.681534	-1.632441	-2.658659	6.236348
694	4	6.045268	-9.573336	7.884936	-5.824088	-4.368696	4.875606	4.329487	1.472127	-10.779966	6.516180	-1.505601	6.900753	0.502164	-4.929085	2.101124	6.685330
695	4	3.140640	-8.178124	5.631234	-1.584954	-8.216112	4.236460	4.183918	0.867359	-1.611558	-1.820727	5.258706	0.341195	-13.447133	5.888010	0.973558	5.633237
715	4	3.199402	-6.016784	0.855105	6.893863	6.660030	-9.907481	5.129806	0.786176	3.017245	0.351229	0.781926	7.024140	-5.864814	6.728222	-5.113708	8.997873
818	4	8.208211	-8.986792	6.411248	-3.854144	-5.912109	7.523161	-3.905929	6.717167	6.639511	2.326702	-1.405365	2.310506	8.117894	-3.132042	0.974919	2.302934
903	4	-5.221597	-2.249352	0.795310	7.833010	6.869226	-9.969946	6.636213	-3.447068	-9.892671	5.218086	-5.780602	7.856195	2.076290	4.383758	-4.390506	1.937784
985	4	5.857632	-9.007769	0.798120	3.907123	-4.753685	-2.117120	-0.729847	6.260311	-10.788139	3.442530	-5.353097	6.260315	7.799586	-10.913672	5.199216	-0.939884
1077	4	-3.587972	7.597871	0.436019	2.605299	-3.374457	7.595757	1.316088	1.421121	3.347388	2.608995	1.435760	-3.417416	7.307226	-3.550165	7.052366	-5.901454
1100	4	-9.585497	7.842205	-2.170996	8.466102	-0.058024	-5.317564	6.555035	1.433182	6.598616	-9.811973	6.556977	-2.575386	-4.562285	-1.553920	2.338021	7.035162
1101	4	5.620549	-8.415846	7.216698	-4.286173	-1.459547	-5.190786	7.152910	0.515535	-5.774970	1.117622	7.063553	0.530595	-9.124942	6.842460	0.688370	5.194762
1112	4	7.537472	-9.335096	1.958075	2.257969	6.086992	-8.701773	-1.078968	3.881361	-2.864998	-2.202830	-3.013885	9.596271	-8.625957	4.266333	-9.276391	9.596515
1161	4	-5.474248	6.627811	3.586157	0.052095	-11.561182	7.218594	-0.569969	6.208295	5.556831	-6.752497	6.040975	-4.705854	-0.901502	-1.019439	5.894776	-0.109220
1182	4	-2.282536	-2.776672	7.981841	1.464929	-9.727276	6.385610	-2.094379	4.989380	-3.082078	-2.716568	4.361817	3.795957	3.726671	-8.658889	8.081655	-2.352540
1205	4	-5.690981	-1.394626	-2.478882	7.808516	-11.196722	5.220378	-3.249237	7.808516	-1.265692	-7.456883	6.168884	1.333645	5.525324	-13.207484	6.169834	-3.047293
1219	4	-0.067584	-0.725277	-1.417679	5.793779	-6.910166	4.546761	-7.709095	6.371670	4.532680	-7.099581	-1.364828	4.986622	6.181057	-10.094435	3.492298	0.400256
1228	4	-6.681281	8.095120	1.019526	2.257093	-11.500891	8.095241	-4.020299	6.927435	5.592026	-10.224803	7.165793	-3.352840	-0.610991	-9.681535	7.165622	1.295118
1252	4	6.286137	-11.070436	6.788250	-2.251601	-8.368331	6.146789	-3.992561	7.074957	2.771877	0.030492	-0.085810	4.343024	3.735764	-4.262434	1.246531	4.092807
1257	4	-12.019583	7.864573	-4.483402	8.340944	-6.677063	-3.218876	1.994384	7.560717	-0.283200	-3.799460	6.250936	2.081642	5.704396	-7.227613	7.925161	-1.148409
1276	4	-0.767175	-4.670697	7.209289	1.408266	-8.562992	7.812442	-3.623592	6.205275	-2.968888	1.966766	6.124319	1.503750	5.688458	-9.787527	7.226641	-4.561971
1364	4	4.197104	1.785018	1.088338	-5.340516	-5.434553	8.860504	1.083925	0.970375	5.403103	-7.726982	7.252124	-5.463526	-11.318832	8.920520	-4.989488	7.192011
1366	4	3.018561	-2.209267	0.565505	2.623391	-12.634470	8.194565	-3.621373	5.172292	-1.938529	-3.187944	5.534908	-0.535464	4.026648	-9.339866	5.574855	-3.604234
1393	4	4.987557	-3.649949	0.708633	4.168837	2.192998	-2.980796	0.359391	6.859904	-6.341269	4.386229	-4.484661	8.877658	7.147637	-9.550801	6.745598	-2.088864
1411	4	-9.383450	7.914695	-3.889475	5.461805	7.683873	-9.265389	6.835585	-3.988523	-3.424016	-3.365418	6.831400	1.282062	1.949662	-4.948816	0.991438	4.636114
1483	4	-13.977209	5.678851	-1.677667	6.312494	3.765888	-11.465455	5.931338	-2.439376	-2.313558	-7.198042	5.625749	0.318102	-2.330905	-0.856465	5.490389	0.418246
1504	4	4.653381	-9.265822	6.305086	-2.444519	-2.454748	-3.299074	6.209099	2.498610	-12.627355	6.129422	-6.122533	8.411848	-4.239169	1.481706	6.102471	2.498715
1633	4	-9.968234	7.001922	-2.766934	3.787503	-2.925821	-3.543485	6.297950	-2.068979	-8.373269	0.932470	5.937882	-2.068262	3.226502	-5.076884	6.301421	-6.233001
1683	4	-8.593501	-2.683229	8.114525	0.480146	-11.164823	2.480736	5.747004	0.481231	4.848961	-8.720124	8.114936	-6.154770	-11.182771	7.799329	-2.145805	6.926616
1726	4	-1.560085	-4.359772	5.794767	0.789388	5.065592	-10.429182	5.795096	-3.669873	-10.438393	6.775787	-3.662027	7.376078	-5.519932	0.096349	2.653031	6.172563
1747	4	7.033643	-4.686325	0.380928	-0.032803	-5.650857	6.689401	-5.768220	6.445217	7.046546	-8.977635	5.060741	-6.626561	1.897784	5.968318	-5.760532	0.398226
1766	4	-11.329381	6.082753	-2.131140	7.602995	5.902020	-7.596269	7.199319	-1.775725	-4.836893	-2.720093	7.152457	2.510039	0.755955	-1.310199	2.673968	6.200786
1821	4	5.969312	-9.387622	7.207282	-7.564233	4.475387	2.857465	0.771206	-1.124654	-8.830318	7.322061	-4.677798	4.917292	0.531990	-1.820040	1.824303	4.906549
1823	4	-7.398761	-0.232004	-0.688715	6.791905	-0.475643	-2.985372	4.586114	2.514978	6.542220	-8.994119	5.429127	-3.917764	-10.779290	6.474360	-6.354772	7.014627
1889	4	2.167680	5.960414	-0.634804	1.124924	7.029007	-8.045342	5.461064	-2.538048	-4.799228	8.277833	-3.939351	7.629328	5.031623	2.518397	1.545380	1.046881
1975	4	-8.768641	2.628844	-6.691111	6.317907	-0.951971	-9.858445	5.836795	1.360791	5.559020	-15.012129	5.837917	-3.381923	-5.262032	-3.714454	-0.252964	6.317870
2069	4	-10.611425	4.930834	-2.645187	8.977285	1.607150	-3.342348	4.912646	4.188306	6.241489	-9.446496	6.734073	-2.063783	-0.315550	-1.483445	2.411866	8.274456
2076	4	-2.533793	-1.263662	0.415999	5.695855	-0.560829	-6.393926	6.395230	0.603270	-5.747450	4.987246	-3.944075	5.715626	5.131136	-9.489668	6.431574	-4.206701
2085	4	-6.753353	-1.897804	1.924983	7.079475	-8.231214	6.609268	-3.028063	7.481827	-6.551577	-3.894616	3.701609	4.375467	6.115641	-8.445915	6.321313	-1.492363
