1	4	-1.724010	3.576121	-3.395249	-1.616801	6.528505	6.102757	-7.201718	-3.395252	5.539025	-3.458281	-1.724011	-5.095934	-3.395251	5.538790	6.528505	6.102757	1.469865	-3.395238	-1.609660	-3.458281
2	4	-6.173586	3.472595	-1.177646	-1.276309	6.015284	5.871712	-10.201434	-1.177646	8.233217	-3.503732	-6.173586	-8.095924	-1.177646	8.233217	6.015284	5.871712	1.037992	-1.177646	-1.259046	-3.503732
11	4	5.919996	1.850530	-0.105704	-6.705365	1.360756	-7.094609	5.561137	-0.105704	-6.727281	7.120903	-7.094710	-5.434899	-0.105704	5.466763	7.120903	5.919996	-10.610394	-0.105704	5.466763	1.360756
12	4	6.574874	-9.580603	7.065582	7.720625	-2.053965	-5.866670	5.142103	7.065582	-4.665804	5.250651	6.574874	0.464696	7.065582	-4.664866	-2.053965	-5.866670	-4.902066	7.065582	7.720584	5.250651
20	4	-6.523386	4.419530	-1.857764	-7.261087	6.841695	4.630381	1.675723	-1.857764	-7.254423	-4.285721	-6.523386	-8.315985	-1.857764	5.057471	6.841695	4.630381	-11.067478	-1.857757	5.057471	-4.285715
24	4	-8.264077	-3.933689	0.072347	5.949720	6.194005	-8.264903	5.253784	0.072347	-5.764406	6.194005	-3.916368	-3.944087	0.072347	5.949720	-0.180538	-3.916421	5.245491	0.072347	-5.764406	-0.180538
27	4	7.528688	-4.304132	5.800490	-0.881356	2.803615	7.528688	-9.654028	5.800490	4.843168	2.803615	8.285401	-4.392028	5.800490	-0.881354	-3.781571	8.285401	-9.741924	5.800490	4.843168	-3.781571
32	4	6.653999	-15.079318	3.215352	8.560937	-6.718481	6.653999	-15.080551	9.502296	8.560937	-6.718481	-3.220470	-8.980499	9.502296	8.560937	5.280207	-3.220470	2.682960	9.502296	-2.871950	5.280207
36	4	0.817065	5.354459	7.134009	-6.309086	-1.674483	-5.144998	5.453338	7.134009	-6.309086	4.947104	5.789294	0.667052	7.134009	-2.585305	-2.688615	5.789294	-5.196388	7.134009	0.035905	-2.688615
39	4	5.967495	-7.691568	-1.609897	5.959741	4.521488	9.372016	-7.817230	-1.609897	5.959741	-2.268166	5.967496	2.459872	-1.609897	-0.461391	4.521487	9.372016	2.327545	-1.609897	-0.461391	-2.268166
42	4	-1.065678	5.172313	7.800104	-3.259444	2.439711	-1.065678	-0.420209	7.800104	7.055224	2.439711	4.883577	2.406757	7.800104	-3.250111	-2.142826	4.883577	-3.349579	7.800104	7.249738	-2.142826
45	4	6.592900	-15.538268	6.992099	4.418927	6.073057	6.592900	-11.549833	6.992099	-1.982903	6.073057	9.497552	-12.284239	6.992099	-1.982717	1.083700	9.497552	-16.272701	6.992099	4.418939	1.083698
47	4	8.917304	1.928902	3.420149	-4.079794	-4.596316	8.917304	-9.647811	3.420149	6.160781	-4.596316	-0.825446	7.671826	3.420149	-4.106429	7.294128	-0.825446	-3.880385	3.420149	6.106617	7.294128
49	4	6.961340	-14.402550	8.846492	-0.992038	-4.966104	-4.802187	-8.241174	8.846492	-0.992087	7.080358	6.961340	-16.616895	8.846492	4.315359	-4.966104	-4.802187	-10.455524	8.846492	4.315358	7.080358
55	4	-2.412489	0.949058	6.616118	-1.250515	-2.424557	-2.412489	1.432365	0.984071	4.921579	-2.424557	-2.412489	-7.903339	6.616118	6.247230	-2.424541	-2.412489	5.589376	0.984071	-1.250517	-2.424514
70	4	-2.614444	6.268705	3.998184	-6.119698	8.501261	6.566741	-5.826512	3.998184	-0.186159	3.837081	-2.614444	-3.592269	3.998184	5.805426	8.501261	6.566741	-9.983822	3.998184	5.805428	3.837081
73	4	-0.343025	7.174019	1.349449	-5.918933	7.688018	-0.343025	4.436155	7.479256	-5.883520	7.688018	4.331236	6.390578	1.349449	-5.917322	5.773205	4.331236	3.629469	7.479256	-5.811582	5.773205
84	4	1.905667	-5.895502	8.950285	-0.576624	-0.218890	-6.245502	-5.465911	8.950285	-0.576624	6.249598	1.905667	4.677544	3.575790	-5.637471	-0.218890	-6.245502	5.087070	3.575790	-5.637472	6.249598
