2	5	-0.471342	8.165301	-5.135121	6.944845	-0.637352	3.335058	-5.522732	6.225841	0.012397	2.897976	-0.471342	8.163437	-0.116482	0.484874	6.123120	-8.262322	7.019932	-1.205835	6.206123	-2.173593	-0.471342	8.163437	-0.116484	0.484956	6.100525	-2.412662	0.466776	6.212489	0.013938	2.897966	-0.471342	8.165301	-5.135121	6.944840	0.232559	-2.527190	7.019870	-1.205835	6.206123	-2.173593	-0.471342	8.165301	-5.135121	6.944845	-0.619829	3.296368	1.035742	2.617641	6.189346	-2.173542
4	5	5.304461	-2.638269	6.911684	-4.200841	4.818014	-0.351207	1.283153	6.055643	-4.255435	7.159271	5.298959	-2.552591	6.172694	0.859452	-1.491056	4.309801	-1.946156	6.335176	-4.255447	7.159272	5.298959	-2.552591	6.172694	0.859452	-1.491056	4.309801	-1.944339	6.331153	0.643899	1.598129	5.304461	-2.638269	6.911684	-4.200841	4.818014	-0.351211	1.285849	6.051146	0.643912	1.598102	0.473252	6.858048	-2.117635	7.513587	-6.995095	4.309801	-1.946156	6.335176	-4.255447	7.159272
5	5	7.652229	-6.000491	7.650799	-2.120125	7.548567	-2.196444	7.322492	-6.145442	7.077871	1.684811	7.652229	-6.000491	7.650738	1.138585	1.317177	5.783855	-4.051990	5.940341	-0.552518	6.414727	1.939679	4.585016	0.676532	6.045787	-2.679418	1.719613	7.073552	-0.349914	1.578189	6.401329	7.652229	-6.000491	7.650799	-2.120125	7.536964	-0.975517	1.785855	5.892239	-0.552256	6.414727	7.652229	-6.000491	7.650799	-2.120125	7.548567	-2.196444	7.322405	-0.372131	1.585337	6.401126
12	5	4.867998	0.747973	4.739894	1.434989	0.968847	5.183847	-5.280563	9.518931	1.247467	1.027517	4.868000	0.743896	5.006818	-5.378269	7.361750	0.731914	1.078011	9.501525	1.247467	1.027517	4.868000	0.743896	5.006818	-5.378269	7.431226	-2.520438	7.478534	-0.719634	7.123951	0.950587	0.392228	6.570999	1.093401	6.427654	2.067186	0.339294	7.478527	-0.719634	7.123951	0.950587	0.392228	6.571009	1.093305	6.525250	-4.379016	7.319336	-5.325838	9.518931	1.247467	1.027517
14	5	0.736718	9.156733	-0.221294	2.612685	-0.105623	6.722362	0.958742	0.588062	7.575368	3.664784	0.736718	9.156733	-0.221294	2.612685	-0.105623	6.722436	-4.216944	7.178187	-0.383061	5.927436	0.736718	9.154530	-0.077843	-3.122208	6.856755	-2.252238	7.325039	0.131780	7.575760	3.664705	6.731313	0.683558	5.934642	-1.805092	0.688687	6.650058	0.960631	0.587871	7.575368	3.664783	6.731313	0.683558	5.934642	-1.805092	0.688687	6.650133	-4.215055	7.178187	-0.383061	5.927436
24	5	7.387864	1.535948	0.351324	7.799811	2.171073	-1.593899	7.526857	-5.374035	6.309783	3.119805	7.387864	1.535948	0.351324	7.847382	-2.742241	4.353938	-0.802265	6.756031	-3.252600	7.600813	3.931466	7.003259	-3.089204	7.815033	2.170677	-1.593852	7.526857	-5.374035	6.309783	3.119805	3.931466	7.003259	-3.089204	7.862566	-2.742611	4.353938	-0.802265	6.756031	-3.252600	7.600813	3.931466	7.003259	-3.089204	7.815033	2.170677	-1.591874	7.352026	0.574137	0.273636	7.580541
25	5	7.649485	0.132034	5.236978	2.998911	0.606903	9.161172	-5.226704	0.835773	7.636641	5.533661	7.662815	-0.733908	6.442752	-3.168906	7.761703	-0.888669	6.031081	-5.062445	7.636772	5.533614	3.284438	5.587868	1.889754	5.827527	-1.752719	9.182880	-5.226705	0.835773	7.636641	5.533661	7.649485	0.132034	5.236978	2.998911	0.606903	9.161172	-5.795921	5.816110	-1.040534	9.036229	3.284438	5.587868	1.889754	5.827527	-1.752719	9.182880	-5.795922	5.816110	-1.040534	9.036229
28	5	1.067165	8.730287	-2.318619	7.111832	-3.600981	6.589359	-0.358573	2.301077	6.546103	3.443419	6.401612	-3.260548	5.989381	-3.807252	6.423858	-1.531013	5.387318	0.202655	6.718962	3.441468	6.401612	-3.260547	5.989374	0.934096	1.303454	6.565030	-0.358535	2.301075	6.546103	3.443419	1.067218	7.595531	3.736134	-0.462732	6.423858	-1.531013	5.387318	0.202655	6.718962	3.441468	1.067165	8.730287	-2.318619	7.111832	-3.601037	6.764131	-6.835334	7.271859	-2.210436	6.615066
29	5	1.185717	6.274811	-0.209612	7.851043	-1.892587	5.437291	-10.197247	5.694048	-2.659884	8.771875	6.177039	-3.415503	6.458546	-3.382278	7.710173	-0.100311	-4.460003	5.694048	-2.659884	8.771875	1.185952	2.696492	4.946269	-2.733926	7.710565	-0.107735	-3.309020	3.863099	6.928144	2.231363	1.185717	6.274811	-0.209612	7.851043	-1.892587	5.437288	-9.051281	3.863099	6.928144	2.231363	6.176792	-3.153361	6.169034	3.285935	-1.887958	5.437275	-9.051279	3.863099	6.928144	2.231363
38	5	8.399068	-2.676968	4.620183	-4.641144	7.293192	-2.525147	8.146366	3.198697	-3.922939	5.017368	2.837403	7.731033	-1.890177	0.757598	5.742743	4.803025	-3.361861	6.649697	-3.923185	5.017368	8.399068	-2.676968	4.620183	-4.641144	5.742766	4.803008	-3.361862	6.649697	-3.923187	5.017368	2.837403	7.731033	-1.890177	0.757598	7.293176	-2.525138	8.146366	3.198697	-3.922939	5.017368	2.837403	7.731033	-1.890177	0.757598	7.294356	-2.596725	8.351069	-1.996826	6.528351	-0.244895
39	5	5.084034	2.072900	-4.474492	6.673885	-1.932219	5.259104	-3.981587	1.249903	5.594768	1.280511	0.480868	5.101967	-4.890361	6.673885	-1.932219	5.259104	-3.981587	1.249903	5.594768	1.280511	0.481336	5.101775	0.033891	0.918102	6.408994	-0.943970	0.048074	1.249065	5.595169	1.280511	5.096009	-4.560868	6.256017	-5.727754	6.504357	-0.943970	0.048075	1.249065	5.595169	1.280511	5.084056	2.072233	0.450425	0.918095	6.408995	-0.943970	0.048074	1.249065	5.595169	1.280511
40	5	6.108525	-1.002436	6.483342	0.706830	1.250181	1.986967	6.321492	-8.587381	6.516544	1.407197	6.108525	-1.002435	6.483191	0.732290	-4.116818	8.218752	0.867528	-3.240851	6.516523	1.407197	-0.274736	6.422137	-2.909496	5.550504	-9.392339	8.218755	0.867528	-3.240851	6.516523	1.407197	-0.274736	6.422137	-2.909496	5.550504	-9.392675	8.222330	-2.443501	3.977518	-0.561745	7.202426	-0.274736	6.422137	-2.909496	5.550504	-4.093061	2.190377	6.315152	-8.587381	6.516544	1.407197
