6	2	5.625852	5.648082	-0.856446	3.932175	2.150573	7.127151	4.126471	2.442558
9	2	-1.697982	5.357717	7.661406	3.107571	0.708199	2.392864	1.353784	6.016688
16	2	-1.726906	7.378807	6.525077	0.639764	4.053296	5.843256	0.076844	7.136639
19	2	0.242461	6.123723	4.742061	2.472339	3.290000	4.159161	-2.641562	7.908374
21	2	6.855155	5.099533	-5.462956	6.093582	1.416921	6.858892	5.715328	0.989151
27	2	3.208905	3.114870	0.208546	6.155487	3.031646	3.486018	3.057438	3.615483
31	2	4.738315	3.141212	-3.463385	5.915819	0.817763	6.616860	5.015100	-0.371412
39	2	0.189687	6.582944	6.601352	2.088518	3.718657	5.154195	-2.467527	6.891542
47	2	2.666165	5.985018	6.056726	-0.241011	3.654973	3.340040	0.673794	5.284534
49	2	-0.279164	8.225615	6.569993	-1.281451	5.892796	2.909356	-0.582216	5.081629
50	2	1.397802	7.004932	4.406223	0.310828	4.387155	2.698499	-1.091510	5.512246
54	2	5.578633	5.197284	-3.061965	7.456243	2.144452	7.567664	5.762901	1.292448
55	2	-4.574784	2.999003	7.497951	1.149606	1.458467	2.993817	0.054830	4.788973
56	2	1.442664	6.839247	7.448705	0.919107	4.711877	4.536837	1.827622	7.134327
57	2	3.798715	-0.089193	-3.881694	7.462599	-0.774831	6.032716	5.438259	2.504572
60	2	-1.172323	4.615841	7.996987	0.012246	3.858946	4.040040	-0.248238	6.246329
68	2	4.012626	1.443712	-1.515408	6.645793	2.477700	5.855595	6.603249	2.419263
69	2	3.424965	4.228617	0.939617	7.064639	2.013871	6.678441	7.612153	1.414244
70	2	3.144795	5.765566	0.300256	7.434921	-2.196332	8.197100	6.049861	1.025497
72	2	4.142968	4.913526	1.340032	5.648923	1.627469	7.885375	4.198148	4.962013
74	2	3.922850	4.682550	1.101593	5.416402	0.195426	6.200949	7.443957	1.478033
81	2	4.418797	1.959172	0.763762	5.462229	3.642249	4.818802	6.460020	0.518899
87	2	5.353317	0.891819	0.999069	4.037411	3.356679	4.439699	4.869563	1.994791
88	2	3.898744	4.372819	2.717887	5.933277	0.703158	6.924072	7.123943	3.714989
89	2	-3.404810	5.964360	5.953849	1.704809	1.506337	5.951284	-2.096439	8.287947
90	2	1.760414	7.040152	5.895663	2.702033	5.541088	2.996334	-2.459532	5.770574
91	2	3.054430	0.988457	0.610115	6.159128	1.189704	1.757539	3.360185	2.331433
