1	2	58	7.017080	-3.103814	5.061051	8.266903	6.128629
1	2	42	0.851174	5.803181	2.739633	3.417118	6.128629
2	2	97	-0.046305	-5.190475	7.333906	8.272149	7.046407
2	2	3	-5.600579	7.113946	2.231859	1.981453	7.046407
3	1	100	7.164429	-7.159421	4.651340	6.967200	3.704489
4	1	100	-4.078368	6.391995	1.665539	-0.410347	6.593454
5	2	56	-1.683238	6.441966	-1.374483	5.502272	7.878345
5	2	44	4.253973	-1.636144	1.152302	8.930825	7.878345
6	1	100	8.418521	-8.447210	7.659846	6.870445	6.556010
7	1	100	3.984442	2.721772	1.779612	-0.892260	4.309103
8	3	68	-2.588359	6.992046	1.831861	1.998267	7.341841
8	3	20	3.417202	0.184972	1.904172	7.784788	7.341841
8	3	12	3.807019	-5.388139	7.743528	7.797739	7.341841
9	2	28	0.419095	-2.821025	5.615964	7.015700	6.682764
9	2	72	-3.793657	6.325081	0.224369	2.677951	6.682764
10	1	100	-3.115318	7.731656	1.307720	3.635527	7.153403
11	2	30	-0.730228	6.283414	3.318736	-2.591333	7.447834
11	2	70	5.845969	-9.214345	6.184623	3.321911	7.447834
12	2	52	1.641043	6.711415	-0.163851	-0.787228	5.224183
12	2	48	6.614351	-8.136093	5.188381	4.042865	5.224183
13	2	61	-3.020720	8.895478	3.245270	-2.217170	4.263789
13	2	39	3.321869	0.065838	6.554324	4.385994	4.263789
14	2	81	-3.411441	4.670305	0.885658	2.692245	8.190883
14	2	19	2.143214	-3.177370	7.043791	5.960003	8.190883
15	2	63	1.903378	1.136366	0.854953	6.712995	6.734153
15	2	37	-3.707311	7.686842	-2.939124	2.830114	6.734153
16	1	100	4.539111	-4.818285	7.230940	5.931639	6.429509
17	1	100	0.427989	8.169158	-3.467757	-0.620601	5.691119
18	1	100	-0.460727	6.944839	-1.171350	1.010793	5.152620
19	3	14	5.503857	-6.379951	6.774516	6.654272	4.242345
19	3	81	-0.893828	8.408351	1.040989	1.633948	4.242345
19	3	5	0.842500	0.401706	6.570626	6.065536	4.242345
20	1	100	0.729507	5.918648	-0.383600	0.733379	6.288220
21	1	100	-5.393938	6.895828	1.446537	3.593124	7.625192
22	1	100	8.242831	3.305343	1.611843	-0.465679	3.255780
23	2	54	7.738920	-5.378617	7.694024	6.705265	6.161730
23	2	46	1.374859	7.166449	3.452575	0.214632	6.161730
24	1	100	-3.351793	6.683344	-0.360767	0.969129	7.483608
25	2	29	4.392578	-2.517173	5.936526	5.248402	7.563095
25	2	71	-2.180790	6.034570	2.283282	0.786621	7.563095
26	2	52	5.009806	-4.503422	7.245770	6.133727	4.161173
26	2	48	0.690168	7.304727	4.404732	-0.383238	4.161173
27	2	82	-0.142203	6.517940	-0.221220	3.010229	6.155594
27	2	18	3.744555	-0.935042	4.466690	7.026738	6.155594
28	1	100	1.181975	6.620975	-1.350617	0.894870	5.211775
29	2	50	1.478206	-4.352537	7.476633	4.800333	6.998999
29	2	50	0.036009	2.210589	1.030117	0.619950	6.998999
30	1	100	-2.383997	6.044964	2.984870	0.850519	3.905705
31	2	58	5.304484	-2.510467	5.686934	5.368832	3.250602
31	2	42	-0.413969	5.071577	0.213835	4.305170	3.250602
32	2	46	0.734771	7.685152	1.069970	1.692766	5.607684
32	2	54	3.570289	-0.298223	7.037702	6.781370	5.607684
33	1	100	6.432463	-9.027423	6.536289	8.452658	3.635023
34	2	89	2.920773	-3.552322	6.429536	6.015975	6.335580
34	2	11	-0.667640	3.795809	2.257295	3.968460	6.335580
35	2	22	0.756517	6.199793	2.740353	-4.200413	6.776757
35	2	78	7.283925	-2.888492	6.559951	1.719537	6.776757
36	2	98	1.903565	6.300354	0.610690	-0.295079	2.317738
36	2	2	6.476255	-1.548743	6.101625	6.043981	2.317738
37	1	100	-2.031501	7.848764	2.282064	0.673874	7.010095
38	2	97	-1.803378	6.301265	2.543965	1.934681	8.021886
38	2	3	4.367891	-3.209392	6.397545	6.918756	8.021886
39	1	100	-5.986499	6.872195	3.271753	1.257405	7.914551
40	3	42	2.984070	4.634632	3.684420	0.892629	4.528361
40	3	23	8.243264	-5.354375	5.013190	7.442620	4.528361
40	3	35	8.202206	-0.065305	4.995014	1.282796	4.528361
41	2	4	7.073870	-0.827404	6.502494	2.463081	6.823929
41	2	96	1.833652	6.392186	0.163346	-1.654182	6.823929
42	3	19	-3.248278	0.878084	6.799200	3.132383	6.959635
42	3	18	-7.142857	5.619105	4.434062	3.049198	6.959635
42	3	63	-1.357217	-2.712919	7.086708	9.124915	6.959635
43	1	100	-4.132006	7.690128	0.108860	-1.095806	5.475866
44	1	100	-2.989435	5.572534	-1.365213	1.737665	6.362600
45	2	77	-0.917930	6.668277	0.194909	0.176731	7.358572
45	2	23	5.615016	-2.511985	6.464865	4.488758	7.358572
46	1	100	4.644028	-2.771442	6.781351	7.760613	7.090947
47	1	100	1.028060	0.256985	6.032979	7.452285	8.148007
48	1	100	4.467654	-2.968452	4.817008	7.331697	5.816264
49	1	100	0.293505	8.643035	-2.991938	0.882088	7.075939
50	2	72	-0.599532	8.122850	0.238611	2.169445	3.756523
50	2	28	3.943010	-1.237780	6.820505	7.163869	3.756523
51	2	80	1.050411	7.431376	2.225849	-0.217360	4.264300
51	2	20	6.432230	-4.019505	6.504553	6.238037	4.264300
52	2	60	3.587941	-6.017142	5.465043	7.222359	5.368928
52	2	40	-1.685032	5.209315	-0.688056	1.170446	5.368928
53	1	100	4.086756	-6.367598	5.543506	7.802904	6.868466
54	2	83	6.107010	-6.745730	5.442431	4.955870	6.305176
54	2	17	0.924614	5.687101	-0.495315	-1.564904	6.305176
55	2	45	-1.345475	6.606171	-2.913022	0.852571	6.540561
55	2	55	4.821457	-6.396671	3.092882	6.391025	6.540561
56	1	100	-0.449597	5.329525	-0.637350	-1.165412	8.008430
57	1	100	2.435833	-5.751417	7.237634	8.090040	7.542949
58	1	100	8.282869	-5.793127	6.789873	0.770005	6.532936
59	1	100	1.306409	7.317529	2.203371	-0.418134	5.672989
60	2	68	6.605711	-5.508069	3.650838	6.892283	6.325486
60	2	32	1.046795	7.624880	-1.170424	1.893316	6.325486
61	2	24	5.676631	-0.780356	5.360893	2.779924	5.415114
61	2	76	1.798824	7.357459	-0.849725	-0.358049	5.415114
62	2	85	2.302676	8.819554	0.844815	2.868934	4.944936
62	2	15	7.292229	-2.143592	6.735850	8.023380	4.944936
63	2	41	3.277061	3.602785	-1.757486	1.328150	5.639915
63	2	59	9.242043	-1.095551	3.832234	5.026584	5.639915
64	2	73	-0.761094	-1.642832	8.338951	6.414221	6.814641
64	2	27	-7.217255	6.176629	4.978672	2.709845	6.814641
65	2	79	-2.699982	8.023426	-1.220484	-0.751522	7.866407
65	2	21	3.693174	-1.300027	4.630444	5.382780	7.866407
66	2	73	6.719525	-3.858364	7.020948	7.401065	6.686092
66	2	27	2.503277	4.746927	3.341788	3.589560	6.686092
67	2	83	-2.900957	6.015787	0.712522	0.984815	8.712677
67	2	17	3.314309	-3.666027	5.635369	3.515366	8.712677
68	2	90	-1.109711	6.908103	1.645240	0.238273	6.150330
68	2	10	5.343259	-1.658826	5.737454	5.082695	6.150330
69	1	100	-0.608652	-5.391836	8.167551	6.038477	6.534988
70	2	75	3.558993	-6.423602	6.734809	5.190155	6.916435
70	2	25	-2.275146	6.286768	2.556085	0.345085	6.916435
71	2	97	-8.297398	6.355378	1.507109	0.309241	7.669762
71	2	3	-2.607339	-2.774925	7.616449	5.572718	7.669762
72	1	100	-1.950388	6.573717	0.462651	1.988505	9.816662
73	2	50	2.318833	5.577376	1.882959	3.058970	5.781823
73	2	50	7.253135	-5.837860	6.998904	9.272291	5.781823
74	2	69	1.007082	6.121530	1.567859	2.309478	5.531632
74	2	31	6.108169	-8.278207	7.222951	6.775551	5.531632
75	1	100	-0.868813	-5.875646	7.950736	7.694054	6.472542
76	1	100	3.312077	-8.907259	7.906144	7.180629	4.663381
77	2	61	6.744762	-6.709581	7.117161	6.395448	4.659682
77	2	39	2.298210	4.009874	1.192001	0.960801	4.659682
78	1	100	-6.305170	5.157276	0.419503	1.899473	5.613007
79	1	100	-2.197580	7.033668	1.238082	1.824750	7.017164
80	1	100	5.522750	-8.583767	5.949383	8.150300	5.411138
81	2	70	3.643020	-1.349720	5.509747	7.788808	7.880956
81	2	30	-0.116833	6.195355	3.144001	2.860193	7.880956
82	2	73	1.851583	7.937458	-0.122260	0.088669	6.115114
82	2	27	8.030114	-1.716721	6.467835	6.612555	6.115114
83	1	100	5.408556	-6.772290	6.635785	5.889405	7.424372
84	1	100	-2.763327	7.351625	1.607371	1.789358	3.402699
85	1	100	5.425126	-3.895881	5.299705	6.720855	7.575568
86	2	99	2.775518	-5.789515	7.429199	7.414272	7.549908
86	2	1	-2.236413	3.326747	1.999657	1.850058	7.549908
87	1	100	-2.954751	7.070764	3.120817	-2.241912	7.521190
88	2	55	6.481541	-7.286204	5.206297	6.208151	5.737881
88	2	45	2.235693	6.070137	0.419039	0.131027	5.737881
89	2	77	7.892827	1.169276	5.217983	1.535690	6.293265
89	2	23	2.853006	5.028273	2.665538	-3.797184	6.293265
90	2	92	6.697871	-10.610867	6.893066	7.263875	5.917682
90	2	8	0.359905	6.214043	0.359708	2.010740	5.917682
